order_month,customer_zip_code_prefix,total_payment,num_orders
2017-01,7062,107.03880000000001,1
2017-01,7063,112.7214,1
2017-01,7122,43.9,1
2017-01,7193,182.89,1
2017-01,7242,28.46,1
2017-01,7260,659.043,1
2017-01,7438,200.68290000000002,1
2017-01,7700,63.577799999999996,1
2017-01,7724,485.38,1
2017-01,7787,100.9008,1
2017-01,7804,14.7114,1
2017-01,7850,144.14,1
2017-01,7953,25.2054,1
2017-01,8121,19.71,1
2017-01,8140,87.3477,1
2017-01,8142,47.3517,1
2017-01,8190,174.46769999999998,1
2017-01,8246,59.4,1
2017-01,8253,56.86,1
2017-01,8275,144.54989999999998,1
2017-01,8372,52.370999999999995,1
2017-01,8470,36.462199999999996,2
2017-01,8593,204.1578,2
2017-01,8717,63.2808,1
2017-01,8773,141.48,1
2017-01,8900,107.9,1
2017-01,9020,60.2514,1
2017-01,9133,324.225,1
2017-01,9310,179.9,2
2017-01,9405,194.3568,1
2017-01,9530,303.42,1
2017-01,9560,78.8238,1
2017-01,9580,530.64,1
2017-01,9710,144.54989999999998,1
2017-01,9720,107.58,1
2017-01,9725,285.84270000000004,2
2017-01,9760,130.0365,1
2017-01,9852,71.02,1
2017-01,11030,54.51,1
2017-01,11050,24.5718,1
2017-01,11065,150.5394,1
2017-01,11081,55.350899999999996,1
2017-01,11410,29.1357,1
2017-01,11432,55.935,1
2017-01,11440,425.07,1
2017-01,11444,133.254,1
2017-01,11462,35.0658,1
2017-01,11471,197.49,1
2017-01,11666,147.25490000000002,2
2017-01,11701,137.8,1
2017-01,11900,404.95099999999996,2
2017-01,12031,237.996,1
2017-01,12071,138.9,1
2017-01,12214,338.46,1
2017-01,12230,51.1236,1
2017-01,12236,76.66,1
2017-01,12239,43.4214,1
2017-01,12248,85.1697,1
2017-01,12270,102.4254,1
2017-01,12282,42.0948,1
2017-01,12286,84.99,1
2017-01,12309,239.64,1
2017-01,12460,74.49,1
2017-01,12507,82.17,1
2017-01,12512,86.3973,1
2017-01,12604,59.96,1
2017-01,12820,103.25699999999999,1
2017-01,12922,176.75,1
2017-01,12935,60.64,1
2017-01,12942,72.3707,2
2017-01,12955,126.62100000000001,1
2017-01,13010,49.024800000000006,1
2017-01,13056,51.202799999999996,1
2017-01,13059,22.46,1
2017-01,13060,80.9622,1
2017-01,13067,901.494,1
2017-01,13083,54.42,1
2017-01,13087,55.4697,1
2017-01,13174,227.89999999999998,11
2017-01,13179,26.4924,1
2017-01,13184,94.05,1
2017-01,13201,40.5405,1
2017-01,13202,192.9,1
2017-01,13214,78.8238,1
2017-01,13215,95.139,1
2017-01,13219,276.99210000000005,2
2017-01,13221,80.9622,1
2017-01,13236,56.86,1
2017-01,13240,193.5747,1
2017-01,13250,53.519400000000005,1
2017-01,13270,21.45,1
2017-01,13272,47.2329,1
2017-01,13275,384.3972,2
2017-01,13280,339.53,1
2017-01,13313,119.53259999999999,1
2017-01,13322,80.19,1
2017-01,13330,345.8664,2
2017-01,13334,103.74210000000001,1
2017-01,13360,287.7039,2
2017-01,13403,70.99289999999999,1
2017-01,13417,583.4861999999999,2
2017-01,13423,126.72,1
2017-01,13450,260.4096,1
2017-01,13455,50.4504,1
2017-01,13460,55.4697,1
2017-01,13483,60.3801,1
2017-01,13502,123.5916,1
2017-01,13504,353.2815,3
2017-01,13563,125.8,1
2017-01,13566,43.9758,1
2017-01,13567,178.3287,2
2017-01,13575,21.45,1
2017-01,13632,129.8195,2
2017-01,13660,22.235400000000002,1
2017-01,13736,214.434,1
2017-01,13802,75.28949999999999,1
2017-01,13825,116.67320000000001,3
2017-01,13844,211.563,2
2017-01,13845,867.2004000000001,1
2017-01,13920,45.86,1
2017-01,14025,24.175800000000002,1
2017-01,14055,384.02099999999996,1
2017-01,14057,82.9,1
2017-01,14060,146.421,1
2017-01,14140,45.045,1
2017-01,14402,71.4582,1
2017-01,14403,121.99,1
2017-01,14460,113.6223,1
2017-01,14730,109.593,1
2017-01,14740,215.82,1
2017-01,14750,82.071,1
2017-01,14784,148.7178,1
2017-01,14806,45.4014,1
2017-01,15054,33.0264,1
2017-01,15061,410.0128,2
2017-01,15130,40.4514,1
2017-01,15570,420.8193,1
2017-01,15700,60.5819,2
2017-01,15900,76.2894,1
2017-01,15960,28.907999999999998,1
2017-01,15990,702.8307,1
2017-01,16300,242.24,1
2017-01,16406,86.3973,1
2017-01,16440,214.82999999999998,1
2017-01,16901,354.1626,1
2017-01,17034,196.0101,1
2017-01,17052,23.621399999999998,1
2017-01,17250,151.37,1
2017-01,17380,300.68280000000004,1
2017-01,17490,95.6934,1
2017-01,17502,383.922,1
2017-01,17520,121.84,1
2017-01,17526,183.4074,1
2017-01,17690,51.5889,1
2017-01,18030,115.26570000000001,1
2017-01,18060,273.9,1
2017-01,18080,33.95,1
2017-01,18113,80.75429999999999,1
2017-01,18120,393.15,1
2017-01,18134,164.62709999999998,1
2017-01,18150,41.93,1
2017-01,18160,41.5107,1
2017-01,18212,237.2436,1
2017-01,18240,94.05,1
2017-01,18270,137.96,1
2017-01,18271,420.7698,1
2017-01,18285,39.9564,1
2017-01,18425,114.5529,1
2017-01,18500,306.44460000000004,1
2017-01,18550,76.9725,1
2017-01,18603,148.0743,1
2017-01,18900,70.22070000000001,1
2017-01,18950,164.241,1
2017-01,19034,48.59,1
2017-01,19053,23.7204,1
2017-01,19900,96.22800000000001,1
2017-01,19911,51.1236,1
2017-01,20230,69.0,1
2017-01,20250,298.76219999999995,2
2017-01,20270,34.86,1
2017-01,20271,234.7191,1
2017-01,20535,257.08,1
2017-01,20541,188.3079,2
2017-01,20560,38.7189,1
2017-01,20561,57.9,1
2017-01,20720,49.509899999999995,1
2017-01,20921,309.63239999999996,2
2017-01,20950,42.471,1
2017-01,21011,138.49,1
2017-01,21020,495.0428,2
2017-01,21031,106.92,1
2017-01,21050,379.98179999999996,1
2017-01,21221,66.3201,1
2017-01,21371,338.46,2
2017-01,21610,270.10670000000005,2
2017-01,21760,147.5456,16
2017-01,21770,231.6303,1
2017-01,21820,316.94849999999997,2
2017-01,21843,107.03880000000001,1
2017-01,22030,50.5646,2
2017-01,22220,279.6354,1
2017-01,22260,373.12109999999996,1
2017-01,22410,118.1664,1
2017-01,22441,761.1318,2
2017-01,22470,124.7301,1
2017-01,22620,83.7441,1
2017-01,22723,78.0254,2
2017-01,22780,146.0745,1
2017-01,22790,84.64,1
2017-01,23020,165.28,4
2017-01,23028,148.93,1
2017-01,23035,83.7441,1
2017-01,23045,81.7542,1
2017-01,23056,109.74149999999999,1
2017-01,23510,269.6067,1
2017-01,23931,59.12,1
2017-01,23946,424.8981,1
2017-01,23970,64.46,1
2017-01,24140,54.489599999999996,1
2017-01,24210,143.5599,1
2017-01,24220,97.3269,1
2017-01,24315,159.16230000000002,1
2017-01,24350,207.97920000000002,1
2017-01,24435,1310.067,1
2017-01,24460,151.7868,1
2017-01,24465,40.9068,1
2017-01,24808,395.9901,1
2017-01,24855,129.4425,1
2017-01,24941,160.0335,1
2017-01,25020,146.5101,1
2017-01,25025,121.78099999999999,2
2017-01,25035,113.86,1
2017-01,25040,43.9758,1
2017-01,25060,59.9445,1
2017-01,25515,63.864900000000006,1
2017-01,25750,64.42,1
2017-01,25870,33.1848,1
2017-01,25935,36.04,1
2017-01,25946,69.45,1
2017-01,25995,133.64010000000002,1
2017-01,26020,274.0716,1
2017-01,26087,364.22099999999995,1
2017-01,26220,139.8177,1
2017-01,26276,174.042,2
2017-01,26279,533.2319,2
2017-01,26535,149.99,1
2017-01,27143,193.743,1
2017-01,27211,116.1666,1
2017-01,27323,25.254900000000003,1
2017-01,27525,344.621,2
2017-01,27570,115.73100000000001,1
2017-01,28021,58.875299999999996,1
2017-01,28375,162.5679,1
2017-01,28435,170.6198,2
2017-01,28570,39.42,1
2017-01,28613,97.8,1
2017-01,28623,160.09290000000001,1
2017-01,28640,123.5916,1
2017-01,28892,101.6631,1
2017-01,28897,47.965500000000006,1
2017-01,29018,151.6779,1
2017-01,29031,50.95,1
2017-01,29055,201.6927,1
2017-01,29057,121.8096,1
2017-01,29102,733.7682,1
2017-01,29170,29.42,1
2017-01,29185,814.5819,2
2017-01,29280,35.42,1
2017-01,29304,67.96,1
2017-01,29338,46.549800000000005,1
2017-01,29845,367.3395,1
2017-01,30130,82.0512,1
2017-01,30140,101.6433,1
2017-01,30150,249.3018,1
2017-01,30220,271.7847,2
2017-01,30260,104.6826,1
2017-01,30315,217.69109999999998,1
2017-01,30380,406.9141,3
2017-01,30421,38.7189,1
2017-01,30516,946.7072999999999,1
2017-01,30626,63.458999999999996,1
2017-01,30775,77.0616,1
2017-01,31210,62.073,1
2017-01,31365,106.1973,1
2017-01,31741,106.4943,1
2017-01,31744,57.1,1
2017-01,32010,32.9967,1
2017-01,32070,87.11009999999999,1
2017-01,32071,368.9136,1
2017-01,32340,217.0,1
2017-01,32400,322.15999999999997,3
2017-01,33115,173.5272,1
2017-01,33400,123.5916,1
2017-01,33600,215.8992,1
2017-01,33913,115.27,1
2017-01,34535,157.5882,1
2017-01,34545,27.5814,1
2017-01,35053,152.7471,1
2017-01,35160,145.4607,1
2017-01,35162,77.22,1
2017-01,35170,202.4451,1
2017-01,35171,57.4497,1
2017-01,35190,273.9,1
2017-01,35290,65.2311,1
2017-01,35300,493.311,2
2017-01,35338,143.4609,1
2017-01,35360,142.6293,1
2017-01,35400,155.9946,2
2017-01,35420,275.28929999999997,1
2017-01,35476,363.9735,1
2017-01,35502,388.0357,2
2017-01,35503,414.8694,1
2017-01,35519,331.65,1
2017-01,35557,71.775,1
2017-01,35570,414.8694,1
2017-01,35603,414.8694,1
2017-01,35606,414.8694,1
2017-01,35700,395.7228,1
2017-01,35701,140.58,1
2017-01,35900,30.86,1
2017-01,35901,579.5856,2
2017-01,35903,74.3094,1
2017-01,35930,32.1453,1
2017-01,35950,76.2894,1
2017-01,35970,40.5405,1
2017-01,36031,73.7451,1
2017-01,36050,622.0665,1
2017-01,36081,25.254900000000003,1
2017-01,36202,153.86579999999998,1
2017-01,36240,87.021,1
2017-01,36255,64.42,1
2017-01,36305,385.5357,1
2017-01,36400,60.42,1
2017-01,36415,198.44549999999998,1
2017-01,36420,60.41,1
2017-01,36900,104.6826,1
2017-01,37195,45.0351,1
2017-01,37200,73.7451,1
2017-01,37245,74.7747,1
2017-01,37500,49.519800000000004,1
2017-01,37503,84.744,1
2017-01,37505,38.42,1
2017-01,37540,210.969,2
2017-01,37545,136.52100000000002,1
2017-01,37640,199.4553,1
2017-01,37701,647.1501,3
2017-01,37704,475.6554,1
2017-01,37890,140.91,1
2017-01,37902,61.568099999999994,1
2017-01,37940,56.9349,1
2017-01,37950,146.5101,1
2017-01,38015,63.5504,2
2017-01,38017,106.1973,1
2017-01,38036,49.2228,1
2017-01,38055,203.90040000000002,1
2017-01,38183,571.8240000000001,1
2017-01,38408,314.1963,1
2017-01,38500,36.4518,1
2017-01,38600,146.5101,1
2017-01,38735,91.07,1
2017-01,39120,414.8694,1
2017-01,39390,41.481,1
2017-01,39401,443.5695,1
2017-01,39406,45.550000000000004,2
2017-01,39467,55.420199999999994,1
2017-01,39670,295.0101,1
2017-01,39715,207.97920000000002,1
2017-01,39801,154.5192,1
2017-01,39804,45.0351,1
2017-01,40150,116.78039999999999,1
2017-01,40290,158.3406,1
2017-01,40296,366.08219999999994,1
2017-01,41339,87.11009999999999,1
2017-01,41810,92.7828,1
2017-01,41830,603.8009999999999,1
2017-01,42700,119.39,1
2017-01,44001,116.8497,1
2017-01,44002,66.7,1
2017-01,44059,116.8497,1
2017-01,44571,370.5372,1
2017-01,44900,91.0008,1
2017-01,45208,159.8158,2
2017-01,45606,185.6151,1
2017-01,45810,155.43,1
2017-01,45985,257.004,2
2017-01,46880,63.67,1
2017-01,48400,195.6141,1
2017-01,48415,114.1,1
2017-01,48490,272.1906,1
2017-01,48790,136.224,1
2017-01,48903,184.14,1
2017-01,48905,390.5748,1
2017-01,48930,50.291999999999994,1
2017-01,49025,44.946,1
2017-01,49072,79.9623,1
2017-01,49100,167.32,1
2017-01,49500,88.29,1
2017-01,50740,86.9,1
2017-01,52061,238.4811,1
2017-01,53230,193.4856,1
2017-01,54768,168.201,1
2017-01,55022,374.82390000000004,1
2017-01,55636,184.6251,1
2017-01,55805,682.9713,1
2017-01,55811,144.0,1
2017-01,55870,59.2317,1
2017-01,57200,158.3406,1
2017-01,57975,291.4758,1
2017-01,58051,83.67479999999999,1
2017-01,58884,378.61,1
2017-01,59056,69.8049,1
2017-01,59086,156.4101,1
2017-01,59091,188.3772,1
2017-01,59129,666.5429,5
2017-01,59151,180.81359999999998,1
2017-01,60060,240.5601,1
2017-01,60426,179.19,1
2017-01,60532,54.351,1
2017-01,60743,72.87389999999999,1
2017-01,60830,101.87100000000001,1
2017-01,60833,95.68350000000001,1
2017-01,61663,58.1526,1
2017-01,62903,148.401,1
2017-01,63360,302.3856,1
2017-01,64000,220.0473,1
2017-01,64001,43.4511,1
2017-01,64006,138.2931,1
2017-01,64049,219.6315,1
2017-01,64058,45.8766,1
2017-01,64770,69.94,1
2017-01,64800,702.9,1
2017-01,65052,74.11,1
2017-01,65054,94.21,1
2017-01,65058,191.8521,2
2017-01,65292,89.7039,1
2017-01,65370,38.0,1
2017-01,65393,157.55849999999998,2
2017-01,65920,336.56,1
2017-01,66040,86.9517,1
2017-01,66093,56.6,1
2017-01,66613,265.8447,1
2017-01,66620,157.5189,1
2017-01,66810,138.5901,1
2017-01,66833,69.45,1
2017-01,67030,44.6609,2
2017-01,68540,406.14,1
2017-01,68560,976.4568,1
2017-01,68742,145.9,1
2017-01,68780,83.9619,1
2017-01,68792,325.0665,1
2017-01,69912,715.9185,2
2017-01,70800,82.23929999999999,1
2017-01,71015,75.3489,1
2017-01,71070,45.3222,1
2017-01,71503,354.77,2
2017-01,71694,884.0699999999999,1
2017-01,71699,148.12380000000002,1
2017-01,71907,76.38839999999999,1
2017-01,71917,43.5699,1
2017-01,71925,54.4005,1
2017-01,71927,199.5642,1
2017-01,71928,101.1285,1
2017-01,72720,22.55,1
2017-01,72860,155.01420000000002,1
2017-01,74367,52.47,1
2017-01,74463,362.5974,1
2017-01,74633,125.82,1
2017-01,74823,259.99,1
2017-01,74870,366.9732,1
2017-01,74885,775.17,1
2017-01,74935,41.2632,1
2017-01,75200,139.53,1
2017-01,75555,50.4405,1
2017-01,75805,151.53,1
2017-01,75806,133.947,1
2017-01,75912,370.5372,1
2017-01,75930,104.6826,1
2017-01,76200,128.4921,2
2017-01,76265,1313.5221,1
2017-01,76510,87.37,1
2017-01,76824,611.5364,2
2017-01,76940,206.9694,1
2017-01,77305,299.5542,1
2017-01,77500,374.28,1
2017-01,78048,161.27100000000002,1
2017-01,78050,706.1076,2
2017-01,78065,232.2441,1
2017-01,78075,340.4412,1
2017-01,78128,142.56,1
2017-01,78600,120.4038,1
2017-01,78635,36.99,1
2017-01,78700,313.83,1
